work_year,experience_level,employment_type,job_title,salary_in_usd,company_size
2024,SE,FT,Business Intelligence Lead,144300,M
2024,SE,FT,Business Intelligence Lead,144300,M
2024,SE,FT,Data Scientist,144300,M
2023,SE,FT,Data Manager,144300,M
2024,MI,FT,Data Engineer,144200,M
2024,EX,FT,Data Science,144200,M
2024,SE,FT,Data Scientist,144200,M
2024,SE,FT,Data Science,144200,M
2024,SE,FT,Data Engineer,144200,M
2024,EN,FT,Data Scientist,144200,M
2024,MI,FT,Data Scientist,144200,M
2024,SE,FT,Data Engineer,144200,M
2023,MI,FT,Data Engineer,144200,M
2022,MI,FT,Data Scientist,144200,M
2024,SE,FT,Business Intelligence Developer,144138,M
2023,SE,FT,Data Analyst,144100,M
2023,SE,FT,Data Engineer,144100,M
2022,SE,FT,Data Analyst,144100,M
2022,MI,FT,Data Analyst,144100,M
2024,SE,FT,Data Architect,144000,M
2024,EN,FT,Data Analyst,144000,M
2024,EN,FT,Data Analyst,144000,M
2024,SE,FT,Data Scientist,144000,M
2024,SE,FT,Data Engineer,144000,M
2024,EN,FT,Research Engineer,144000,M
2024,SE,FT,Data Engineer,144000,M
2024,SE,FT,Data Science,144000,M
2024,SE,FT,Data Engineer,144000,M
2024,SE,FT,Data Engineer,144000,M
2023,MI,FT,Data Scientist,144000,M
2023,SE,FT,Data Science,144000,M
2023,SE,FT,Machine Learning Engineer,144000,M
2023,MI,FT,ML Engineer,144000,M
2023,MI,FT,Research Scientist,144000,M
2023,SE,FT,Data Scientist,144000,M
2023,SE,FT,Data Engineer,144000,M
2023,SE,FT,Data Scientist,144000,M
2023,SE,FT,Analytics Engineer,144000,M
2023,SE,FT,Data Analyst,144000,M
2023,SE,FT,Analytics Engineer,144000,M
2023,SE,FT,Data Operations Analyst,144000,M
2023,SE,FT,Data Engineer,144000,M
2023,SE,FT,Data Engineer,144000,M
2023,SE,FT,Data Scientist,144000,M
2022,SE,FT,Data Engineer,144000,M
2022,SE,FT,Data Engineer,144000,M
2022,SE,FT,Data Engineer,144000,M
2022,SE,FT,Data Scientist,144000,L
2022,SE,FT,Data Scientist,144000,M
2022,SE,FT,Data Scientist,144000,M
2022,SE,FT,Data Scientist,144000,L
2022,SE,FT,Data Analyst,144000,M
2022,SE,FT,Machine Learning Scientist,144000,M
2022,SE,FT,Data Scientist,144000,M
2022,SE,FT,Research Scientist,144000,L
2021,SE,FT,Data Science Manager,144000,L
2024,MI,FT,Data Science Engineer,143896,M
2023,MI,FT,Data Engineer,143865,M
2023,SE,FT,Analytics Engineer,143860,M
2023,SE,FT,Analytics Engineer,143860,M
2023,SE,FT,Analytics Engineer,143860,M
2023,SE,FT,Analytics Engineer,143860,M
2024,SE,FT,Data Scientist,143850,M
2024,MI,FT,Data Analyst,143800,M
2024,SE,FT,Data Engineer,143800,M
2024,SE,FT,Data Engineer,143800,M
2023,SE,FT,ETL Developer,143800,M
2023,SE,FT,Data Scientist,143750,M
2024,SE,FT,Data Engineer,143706,M
2024,SE,FT,Data Engineer,143706,M
2024,SE,FT,Research Scientist,143625,M
2024,SE,FT,Data Architect,143537,M
2023,SE,FT,Data Analyst,143520,M
2024,SE,FT,Data Engineer,143500,M
2023,SE,FT,Data Scientist,143370,M
2024,EX,FT,Data Science,143297,M
2023,SE,FT,Data Scientist,143250,M
2023,SE,FT,Analytics Engineer,143200,M
2023,SE,FT,Analytics Engineer,143200,M
2023,SE,FT,Data Scientist,143100,M
2024,SE,FT,Data Scientist,143060,M
2023,SE,FT,Data Scientist,143060,M
2024,EN,FT,Research Analyst,143000,M
2024,SE,FT,Data Scientist,143000,M
2024,MI,FT,Data Engineer,143000,M
2024,MI,FT,Data Science Manager,143000,M
2024,SE,FT,Data Engineer,143000,M
2024,SE,FT,Data Scientist,143000,M
2024,SE,FT,Data Analyst,143000,M
2023,SE,FT,Data Architect,143000,M
2023,SE,FT,Data Engineer,143000,M
2023,SE,FT,Data Engineer,143000,M
2023,SE,FT,Data Analyst,143000,M
2023,SE,FT,Business Intelligence Engineer,143000,M
2023,MI,FT,Data Scientist,143000,M
2023,SE,FT,Data Engineer,143000,M
2023,MI,FT,Data Engineer,143000,M
2023,SE,FT,Data Engineer,143000,M
2023,SE,FT,Data Engineer,143000,M
2023,SE,FT,Data Analyst,143000,M
2023,SE,FT,Machine Learning Engineer,143000,M
2023,SE,FT,Machine Learning Engineer,143000,M
2023,SE,FT,Data Operations Manager,143000,M
2023,MI,FT,Data Analyst,143000,M
2023,SE,FT,Data Infrastructure Engineer,143000,M
2023,SE,FT,Analytics Engineer,142880,M
2022,SE,FT,Applied Scientist,142800,M
2023,SE,FT,Research Engineer,142600,M
2023,SE,FT,Research Engineer,142600,M
2023,SE,FT,Research Scientist,142600,M
2024,SE,FT,Data Engineer,142500,M
2024,SE,FT,ML Engineer,142500,M
2024,MI,FT,Data Engineer,142500,M
2024,MI,FT,Data Science,142500,M
2024,SE,FT,Data Analyst,142500,M
2023,SE,FT,Data Scientist,142500,M
2023,MI,FT,Data Analyst,142500,M
2023,SE,FT,Data Scientist,142436,M
2023,SE,FT,Analytics Engineer,142400,M
2024,SE,FT,AI Engineer,142352,M
2023,SE,FT,AI Engineer,142352,M
2023,SE,FT,Data Scientist,142352,M
2023,SE,FT,Data Science,142300,M
2024,SE,FT,Business Intelligence,142250,M
2024,SE,FT,Research Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Data Scientist,142200,M
2023,MI,FT,Machine Learning Engineer,142200,M
2023,MI,FT,Data Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,MI,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Modeler,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,MI,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,MI,FT,Data Scientist,142200,M
2023,MI,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Data Science Lead,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,MI,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Scientist,142200,M
2023,MI,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Research Scientist,142200,M
2023,SE,FT,Decision Scientist,142200,M
2023,SE,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Decision Scientist,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Data Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Data Engineer,142200,M
2023,EX,FT,Head of Data,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2023,SE,FT,Machine Learning Engineer,142200,M
2022,SE,FT,Machine Learning Engineer,142200,M
2022,SE,FT,Machine Learning Engineer,142200,M
2022,SE,FT,Machine Learning Engineer,142200,M
2022,SE,FT,Machine Learning Engineer,142200,M
2022,SE,FT,Machine Learning Engineer,142200,M
2022,SE,FT,Machine Learning Engineer,142200,M
2024,SE,FT,Data Analyst,142166,M
2024,EN,FT,Business Intelligence Analyst,142136,M
2022,SE,FT,Data Engineer,142127,M
2024,MI,FT,Data Scientist,142100,M
2024,MI,FT,Data Engineer,142002,M
2024,MI,FT,Data Engineer,142000,M
2024,SE,FT,Machine Learning Engineer,142000,M
2024,SE,FT,Machine Learning Engineer,142000,M
2024,SE,FT,Machine Learning Engineer,142000,M
2024,MI,FT,Business Intelligence Analyst,142000,M
2024,SE,FT,Machine Learning Engineer,142000,M
2024,EN,FT,Business Intelligence,142000,M
2023,MI,FT,Data Analyst,142000,M
2023,SE,FT,Data Scientist,142000,M
2023,SE,FT,Machine Learning Engineer,142000,M
2023,MI,FT,Data Engineer,142000,M
2023,MI,FT,Research Analyst,142000,M
2023,SE,FT,Machine Learning Engineer,142000,M
2023,SE,FT,Data Analyst,142000,M
2023,MI,FT,Data Analyst,142000,M
2023,SE,FT,Data Analyst,142000,M
2023,SE,FT,Machine Learning Engineer,142000,M
2023,SE,FT,Machine Learning Engineer,142000,M
2023,SE,FT,Data Analyst,142000,M
2023,SE,FT,Machine Learning Engineer,142000,M
2023,SE,FT,Machine Learning Engineer,142000,M
2023,SE,FT,Data Analyst,142000,M
2023,SE,FT,Machine Learning Engineer,142000,M
2023,SE,FT,MLOps Engineer,142000,M
2023,SE,FT,Business Intelligence Engineer,142000,M
2023,SE,FT,Data Scientist,142000,S
2023,SE,FT,Data Analyst,142000,M
2023,SE,FT,Data Analyst,142000,M
2023,SE,FT,Data Analyst,142000,M
2023,SE,FT,Applied Scientist,142000,M
2022,SE,FT,Applied Scientist,142000,M
2021,EX,FT,Director of Data Science,141846,L
2024,SE,FT,Data Scientist,141800,M
2023,SE,FT,Data Quality Engineer,141600,M
2023,MI,FT,Data Scientist,141600,M
2023,SE,FT,Data Engineer,141600,M
2023,SE,FT,Data Engineer,141600,M
2022,SE,FT,Applied Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2022,SE,FT,Data Scientist,141525,M
2024,SE,FT,Data Engineer,141500,M
2024,SE,FT,Data Analyst,141375,M
2024,SE,FT,Machine Learning Engineer,141300,M
2024,SE,FT,Research Scientist,141300,M
2024,MI,FT,Research Scientist,141300,M
2024,SE,FT,Research Scientist,141300,M
2024,SE,FT,Machine Learning Engineer,141300,M
2024,SE,FT,Data Scientist,141300,M
2023,SE,FT,Research Scientist,141300,M
2022,SE,FT,Data Engineer,141300,M
2022,SE,FT,Data Engineer,141300,M
2022,SE,FT,Data Architect,141300,M
2022,MI,FT,Data Scientist,141300,M
2023,SE,FT,Research Engineer,141298,M
2023,SE,FT,Research Engineer,141298,M
2023,SE,FT,Data Analyst,141290,M
2023,SE,FT,Research Scientist,141288,M
2023,EN,FT,Applied Scientist,141100,M
2023,SE,FT,Research Engineer,141100,M
2024,SE,FT,Data Engineer,141000,M
2024,SE,FT,Data Engineer,141000,M
2024,SE,FT,Machine Learning Engineer,141000,M
2024,SE,FT,Machine Learning Engineer,141000,M
2023,SE,FT,Machine Learning Engineer,141000,M
2023,SE,FT,Data Scientist,141000,M
2023,SE,FT,Data Engineer,141000,M
2023,SE,FT,Business Intelligence Engineer,141000,M
2023,SE,FT,Data Engineer,141000,M
2023,SE,FT,Data Scientist,141000,M
2023,SE,FT,Data Scientist,141000,M
2024,MI,FT,Data Engineer,140900,M
2023,SE,FT,Data Scientist,140900,M
2023,SE,FT,Data Scientist,140800,M
2024,SE,FT,Data Analyst,140726,M
2023,SE,FT,Data Analyst,140700,M
2022,SE,FT,Data Scientist,140700,M
2023,SE,FT,Data Engineer,140544,M
2024,MI,FT,Data Scientist,140400,M
2024,MI,FT,Data Scientist,140400,M
2023,SE,FT,Data Scientist,140400,M
2022,SE,FT,Data Scientist,140400,L
2022,SE,FT,Data Scientist,140400,L
2022,SE,FT,Data Scientist,140400,M
2023,SE,FT,Machine Learning Engineer,140358,M
2024,SE,FT,Data Scientist,140300,M
2024,SE,FT,Data Scientist,140250,M
2024,MI,FT,Data Engineer,140250,M
2024,SE,FT,Data Scientist,140250,M
2024,MI,FT,Data Engineer,140250,M
2024,MI,FT,Machine Learning Engineer,140250,M
2024,SE,FT,Data Scientist,140250,M
2023,SE,FT,Data Scientist,140250,M
2022,EN,FT,Machine Learning Engineer,140250,M
2022,SE,FT,Analytics Engineer,140250,M
2022,SE,FT,Data Engineer,140250,M
2024,SE,FT,Data Analyst,140130,M
2023,SE,FT,Data Analyst,140130,M
2023,SE,FT,Data Analyst,140130,M
2023,SE,FT,Data Analyst,140130,M
2023,SE,FT,Data Analyst,140130,M
2024,SE,FT,Machine Learning Engineer,140100,M
2024,MI,FT,Machine Learning Engineer,140100,M
2024,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,EX,FT,Data Science Manager,140100,L
2023,SE,FT,Data Science Manager,140100,L
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Data Scientist,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Data Scientist,140100,M
2023,SE,FT,Data Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Data Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2023,SE,FT,Machine Learning Engineer,140100,M
2022,SE,FT,Data Science Manager,140100,L
2024,SE,FT,Data Scientist,140032,M
2024,MI,FT,Data Scientist,140025,M
2024,SE,FT,Data Modeler,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,MI,FT,Analytics Engineer,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Data Architect,140000,M
2024,SE,FT,Data Modeler,140000,M
2024,EN,FT,Business Intelligence Analyst,140000,M
2024,MI,FT,Data Scientist,140000,M
2024,SE,FT,Data Scientist,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Analytics Engineer,140000,M
2024,MI,FT,Business Intelligence Manager,140000,M
2024,SE,FT,Business Intelligence Analyst,140000,M
2024,SE,FT,Data Modeler,140000,M
2024,SE,FT,Business Intelligence Analyst,140000,M
2024,SE,FT,Data Scientist,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Machine Learning Engineer,140000,M
2024,MI,FT,Data Operations Manager,140000,M
2024,EN,FT,Data Analyst,140000,M
2024,SE,FT,Robotics Engineer,140000,M
2024,MI,FT,Data Scientist,140000,M
2024,SE,FT,Machine Learning Engineer,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,EN,FT,Data Scientist,140000,M
2024,MI,FT,Data Science Engineer,140000,M
2024,EX,FT,Data Engineer,140000,M
2024,MI,FT,ML Engineer,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,EN,FT,Data Analyst,140000,M
2024,SE,FT,Business Intelligence Analyst,140000,M
2024,EN,FT,Machine Learning Operations Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Machine Learning Engineer,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,MI,FT,ETL Developer,140000,M
2024,SE,FT,Data Operations Analyst,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,EN,FT,Data Analyst,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,MI,FT,Data Science,140000,M
2024,MI,FT,Data Scientist,140000,M
2024,MI,FT,ML Engineer,140000,M
2024,SE,FT,Machine Learning Engineer,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,MI,FT,Machine Learning Scientist,140000,M
2024,SE,FT,Machine Learning Engineer,140000,M
2024,MI,FT,Machine Learning Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,EN,FT,Data Analyst,140000,M
2024,EN,FT,Research Engineer,140000,M
2024,MI,FT,Data Scientist,140000,M
2024,SE,FT,Analytics Engineer,140000,M
2024,MI,FT,Data Analyst,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Data Scientist,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Machine Learning Scientist,140000,M
2024,SE,FT,Data Architect,140000,M
2024,MI,FT,Machine Learning Engineer,140000,M
2024,SE,FT,AI Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Analytics Engineer,140000,M
2024,SE,FT,Data Scientist,140000,M
2024,SE,FT,Machine Learning Scientist,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,MI,FT,Data Analyst,140000,M
2024,MI,FT,Business Intelligence,140000,M
2024,SE,FT,Data Scientist,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,SE,FT,Data Science,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,MI,FT,Data Scientist,140000,M
2024,SE,FT,Prompt Engineer,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,MI,FT,Data Science Manager,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Data Architect,140000,M
2024,SE,FT,Machine Learning Engineer,140000,M
2024,SE,FT,Data Lead,140000,M
2024,SE,FT,Analytics Engineer,140000,M
2024,MI,FT,Research Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,SE,FT,Data Analyst,140000,M
2024,SE,FT,Data Engineer,140000,M
2024,EN,FT,Data Analyst,140000,M
2024,MI,FT,Data Engineer,140000,M
2024,SE,FT,Analytics Engineer,140000,M
2024,SE,FT,Data Engineer,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,MI,FT,Data Modeler,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Prompt Engineer,140000,M
2023,SE,FT,ML Engineer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Machine Learning Operations Engineer,140000,M
2023,MI,FT,Analytics Engineer,140000,M
2023,SE,FT,Data Science Engineer,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,MI,FT,BI Analyst,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,MI,FT,Data Architect,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,MI,FT,Business Intelligence Developer,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Business Intelligence Engineer,140000,M
2023,SE,FT,Data Quality Analyst,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Modeler,140000,M
2023,SE,FT,Machine Learning Scientist,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,EX,FT,Data Manager,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Research Scientist,140000,M
2023,MI,FT,BI Analyst,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Business Intelligence Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Architect,140000,M
2023,SE,FT,Data Architect,140000,M
2023,MI,FT,Data Scientist,140000,M
2023,MI,FT,AI Engineer,140000,S
2023,EN,FT,Data Scientist,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,MI,FT,Data Scientist,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,MI,FT,Data Architect,140000,M
2023,SE,FT,Business Intelligence Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Modeler,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,MI,FT,Data Scientist,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Business Intelligence Analyst,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Analytics Engineer,140000,M
2023,MI,FT,AI Developer,140000,S
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Research Engineer,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Analytics Engineer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Business Intelligence Developer,140000,M
2023,SE,FT,Business Intelligence Developer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,MI,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,MI,FT,Data Analytics Manager,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,MI,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,MI,FT,Data Analytics Manager,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,MI,FT,Data Scientist,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,MI,FT,Data Analytics Manager,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,Data Manager,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,MI,FT,Data Analytics Manager,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,SE,FT,Data Manager,140000,M
2023,SE,FT,Analytics Engineer,140000,M
2023,MI,FT,Data Engineer,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Data Manager,140000,M
2023,SE,FT,Data Analyst,140000,M
2023,EX,FT,Data Analytics Manager,140000,M
2023,SE,FT,Data Engineer,140000,M
2023,SE,FT,BI Developer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Science Engineer,140000,M
2023,SE,FT,Cloud Database Engineer,140000,M
2023,SE,FT,BI Developer,140000,M
2023,MI,FT,Machine Learning Engineer,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2023,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,BI Developer,140000,M
2022,SE,FT,Data Analyst,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,MI,FT,Data Analytics Manager,140000,M
2022,SE,FT,Data Engineer,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Machine Learning Engineer,140000,M
2022,SE,FT,Data Engineer,140000,M
2022,SE,FT,Analytics Engineer,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,MI,FT,Product Data Analyst,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,L
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2022,SE,FT,Data Scientist,140000,M
2021,MI,FT,Data Engineer,140000,L
2021,SE,FT,Data Analytics Manager,140000,L
2022,SE,FT,Data Engineer,139860,M
2024,SE,FT,Data Engineer,139810,M
2023,SE,FT,Data Engineer,139810,M
2023,SE,FT,Data Engineer,139810,M
2024,SE,FT,Data Engineer,139800,M
2024,SE,FT,Data Architect,139800,M
2024,SE,FT,Data Architect,139800,M
2024,SE,FT,Data Scientist,139800,M
2024,SE,FT,Data Architect,139800,M
2024,MI,FT,Machine Learning Engineer,139777,M
2023,SE,FT,Machine Learning Engineer,139750,M
2024,SE,FT,Data Engineer,139700,M
2024,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,MLOps Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
2023,SE,FT,Data Engineer,139700,M
